Date,DeC5_I/L_Temp,DeC5_l/L_Flow,DeC5_O/H_Temp.,DeC5_O/H_Press,DeC5_O/H_Flow,C5_BTM_Flow,DeC5_BTM_Flow,DeC5_BTM_Temp
5/1/14,114.570,96.556,75.677,4.301,61.197,78.797,62.013,165.291
6/1/14,114.696,96.352,75.784,4.300,63.146,79.201,62.379,164.985
7/1/14,116.579,96.269,75.909,4.301,63.580,79.741,62.932,165.078
8/1/14,117.510,96.199,76.353,4.300,60.919,80.082,63.279,165.212
9/1/14,117.531,95.539,77.680,4.300,56.569,81.727,64.826,166.430
10/1/14,118.037,93.236,77.312,4.300,54.885,81.455,64.602,166.956
11/1/14,118.814,92.802,77.085,4.300,54.748,81.351,64.536,166.972
12/1/14,118.642,92.584,77.448,4.302,54.875,81.280,64.496,166.750
13/1/14,117.692,92.280,77.941,4.301,54.053,81.253,64.377,166.431
14/1/14,117.972,92.085,77.505,4.299,54.122,81.032,64.208,166.095
15/1/14,118.443,91.971,77.513,4.299,55.380,80.611,63.800,165.571
16/1/14,119.014,91.815,77.888,4.300,56.779,79.811,63.009,165.171
17/1/14,118.465,91.479,77.949,4.300,56.636,80.071,63.302,164.723
18/1/14,116.843,91.109,77.919,4.300,54.971,80.515,63.813,164.713
19/1/14,114.422,91.238,77.555,4.300,53.647,80.418,63.598,165.085
20/1/14,115.588,91.000,77.493,4.301,54.632,80.486,63.707,165.111
21/1/14,113.996,89.500,77.311,4.300,53.873,80.513,63.665,165.779
22/1/14,115.451,89.447,77.360,4.300,54.347,79.991,63.125,166.376
23/1/14,116.739,89.225,77.502,4.301,54.194,80.249,63.339,166.515
24/1/14,117.598,89.169,77.269,4.300,54.907,80.749,63.903,166.650
25/1/14,118.435,88.666,77.040,4.299,57.034,81.036,64.221,166.741
26/1/14,115.753,87.191,77.173,4.301,52.067,81.678,64.807,167.178
27/1/14,116.561,85.941,77.545,4.298,55.144,82.138,65.171,167.885
28/1/14,117.786,85.215,77.221,4.300,54.457,81.094,64.385,167.733
29/1/14,117.747,84.488,77.263,4.300,56.241,80.853,64.089,167.269
30/1/14,118.533,84.084,76.974,4.299,58.028,81.143,64.439,166.588
31/1/14,117.753,83.971,76.784,4.299,58.473,81.732,64.960,166.431
1/2/14,118.203,83.800,76.425,4.299,58.355,81.322,64.604,166.912
2/2/14,120.360,84.123,76.042,4.301,58.963,80.671,64.030,166.644
3/2/14,120.635,84.624,76.765,4.300,54.930,79.657,63.127,166.947
4/2/14,120.373,85.114,77.184,4.300,52.048,80.107,63.283,167.518
5/2/14,119.667,85.037,74.762,4.300,52.391,80.096,63.274,168.002
6/2/14,120.784,84.883,73.370,4.308,50.665,79.967,63.200,168.791
7/2/14,121.758,84.855,72.121,4.299,51.646,79.988,63.200,168.782
8/2/14,122.130,84.969,71.719,4.299,53.081,80.277,63.471,168.552
9/2/14,122.103,85.161,70.741,4.304,53.435,80.191,63.406,168.627
10/2/14,121.589,85.185,70.566,4.302,53.092,80.187,63.367,168.374
11/2/14,121.220,85.245,70.105,4.328,52.535,80.101,63.300,168.256
12/2/14,120.724,85.054,69.719,4.322,52.420,79.703,62.954,167.996
13/2/14,120.424,85.076,70.311,4.300,52.798,79.720,62.948,168.002
14/2/14,121.700,84.924,71.882,4.301,54.306,79.975,63.189,167.004
15/2/14,122.361,84.853,73.331,4.300,54.725,80.324,63.529,166.752
16/2/14,121.564,84.780,73.468,4.302,53.067,80.581,63.798,166.933
17/2/14,120.867,84.421,73.625,4.301,51.966,81.010,64.214,167.048
18/2/14,121.100,84.136,74.774,4.301,49.817,81.606,64.752,167.747
19/2/14,120.698,84.174,75.402,4.300,48.409,82.116,65.279,168.237
20/2/14,121.495,83.748,74.860,4.300,47.685,81.882,65.003,168.768
21/2/14,117.455,82.128,74.919,4.300,46.510,82.103,65.162,169.007
22/2/14,117.691,81.189,74.511,4.300,46.469,82.404,65.500,169.404
23/2/14,117.550,82.953,73.381,4.300,45.968,82.321,65.499,169.844
24/2/14,116.618,85.276,72.293,4.303,47.939,82.328,65.500,169.561
25/2/14,115.727,85.689,71.862,4.301,48.758,82.329,65.500,169.173
26/2/14,115.420,85.360,71.859,4.301,48.543,82.319,65.500,168.909
27/2/14,116.426,85.130,71.273,4.300,50.300,82.284,65.499,168.363
28/2/14,114.748,83.918,71.164,4.301,51.327,81.836,65.012,167.823
1/3/14,114.992,82.866,71.216,4.308,53.720,80.871,64.001,167.094
2/3/14,113.928,82.560,71.043,4.300,53.199,80.803,63.952,166.358
3/3/14,114.415,81.761,70.971,4.304,54.344,80.337,63.501,165.998
4/3/14,115.316,80.951,71.719,4.315,54.463,80.156,63.260,165.983
5/3/14,114.175,79.615,72.990,4.301,53.049,79.936,62.999,165.822
6/3/14,115.519,79.341,73.360,4.300,52.828,79.949,62.999,165.799
7/3/14,64.346,26.987,57.661,2.025,47.127,18.448,17.461,109.673
8/3/14,80.314,62.084,65.619,2.558,46.368,51.728,39.219,141.753
9/3/14,111.816,68.563,73.762,4.326,52.940,74.175,54.361,166.770
10/3/14,112.222,69.165,73.605,4.296,55.759,74.785,55.000,166.774
11/3/14,113.004,69.058,73.810,4.299,55.202,74.855,55.000,167.212
12/3/14,113.761,68.671,73.436,4.300,56.541,75.096,55.001,166.915
13/3/14,112.783,69.255,73.403,4.300,57.429,75.753,55.682,166.342
14/3/14,114.884,74.360,73.593,4.298,57.863,79.374,59.324,166.402
15/3/14,115.235,83.114,74.090,4.297,58.116,85.778,65.930,165.678
16/3/14,115.957,87.708,74.647,4.302,59.498,87.805,69.082,165.541
17/3/14,51.815,48.344,38.259,2.117,52.479,38.858,29.483,100.902
18/3/14,11.720,0.000,12.038,0.183,0.000,7.625,7.692,47.842
19/3/14,9.331,0.000,8.234,0.193,0.000,8.031,7.673,31.554
20/3/14,8.443,0.000,8.172,0.051,0.000,7.812,7.649,22.821
21/3/14,8.329,0.000,9.973,2.364,12.962,8.190,7.742,19.333
22/3/14,53.490,44.444,40.190,2.998,27.882,8.836,7.778,85.412
23/3/14,90.842,49.557,75.413,4.282,47.761,51.151,35.382,165.650
24/3/14,100.286,73.525,75.075,4.300,48.695,78.507,61.129,166.059
25/3/14,102.033,81.273,74.906,4.301,51.003,84.792,67.408,166.048
26/3/14,109.149,81.720,74.955,4.299,54.268,84.484,67.170,166.592
27/3/14,109.810,82.133,75.083,4.299,53.994,84.289,66.998,167.011
28/3/14,111.279,82.407,74.664,4.303,54.969,84.082,66.999,166.877
29/3/14,112.590,82.448,73.864,4.300,52.732,84.103,66.998,166.516
30/3/14,114.038,82.792,73.756,4.300,53.714,84.115,66.998,166.626
31/3/14,114.882,82.951,73.720,4.300,54.760,84.143,66.997,166.452
1/4/14,115.461,83.415,71.940,4.299,55.530,84.101,66.998,166.601
2/4/14,115.485,83.987,70.602,4.301,56.115,84.022,66.998,166.689
3/4/14,115.230,84.668,69.882,4.301,56.914,84.013,66.997,166.272
4/4/14,114.522,85.211,69.202,4.302,56.451,84.048,66.996,165.916
5/4/14,113.817,85.932,68.834,4.300,57.372,84.062,64.631,165.572
6/4/14,113.326,86.154,68.152,4.297,57.931,84.049,64.498,164.996
7/4/14,113.646,85.872,68.131,4.300,58.543,83.727,64.149,164.974
8/4/14,112.893,81.004,67.863,4.300,55.090,79.708,60.088,164.635
9/4/14,114.726,86.533,66.968,4.299,58.655,83.916,64.499,165.017
10/4/14,115.100,85.500,66.390,4.300,58.742,84.007,64.500,166.185
11/4/14,115.775,84.389,65.182,4.298,60.549,84.037,64.499,166.555
12/4/14,116.106,83.764,65.210,4.300,60.598,83.955,64.499,166.699
13/4/14,115.422,85.900,65.995,4.299,61.148,83.839,64.500,166.063
14/4/14,115.125,86.287,66.224,4.300,60.238,83.838,64.267,165.779
15/4/14,114.704,85.441,67.228,4.300,60.883,82.879,63.042,165.309
16/4/14,114.874,83.500,68.484,4.306,62.016,81.029,61.165,164.744
17/4/14,114.778,83.346,68.738,4.299,62.993,80.448,60.526,164.630
18/4/14,114.594,82.765,69.878,4.299,62.660,79.726,60.459,164.183
19/4/14,115.178,81.407,69.833,4.300,62.647,78.756,61.499,163.824
20/4/14,115.248,76.809,69.817,4.300,62.563,75.204,58.199,163.454
21/4/14,115.858,76.626,70.802,4.300,62.811,75.030,57.999,163.154
22/4/14,115.778,76.294,70.426,4.300,62.040,74.995,58.001,162.933
23/4/14,114.968,74.703,71.487,4.299,61.023,75.085,57.564,162.538
24/4/14,115.234,76.453,70.583,4.301,60.648,76.003,56.343,162.689
25/4/14,115.043,76.937,70.022,4.300,61.151,76.224,56.501,162.972
26/4/14,116.023,76.663,69.688,4.301,62.110,76.249,56.501,162.830
27/4/14,116.158,77.502,70.167,4.301,61.055,76.262,56.499,163.298
28/4/14,114.826,80.409,70.758,4.300,58.855,76.282,56.499,163.738
29/4/14,115.486,81.296,71.383,4.300,58.982,76.330,56.501,163.925
30/4/14,115.982,82.125,69.960,4.301,60.539,76.319,56.499,163.831
1/5/14,116.592,82.180,71.030,4.300,61.478,76.417,56.499,164.906
2/5/14,117.697,82.442,72.246,4.302,62.010,76.446,56.497,164.946
3/5/14,117.160,82.627,72.745,4.300,60.159,76.485,56.500,165.693
4/5/14,117.165,82.686,72.690,4.301,58.915,76.533,56.499,165.730
5/5/14,117.399,82.322,73.085,4.300,57.977,76.547,56.499,165.881
6/5/14,117.897,82.109,72.805,4.300,59.129,76.518,56.499,165.946
7/5/14,118.179,82.230,72.700,4.299,60.260,76.525,56.500,166.143
8/5/14,118.156,82.494,73.230,4.299,61.285,76.537,56.500,165.992
9/5/14,119.161,83.243,72.992,4.302,61.847,76.416,56.500,165.859
10/5/14,119.477,84.911,73.151,4.300,61.839,76.186,56.416,165.776
11/5/14,118.474,83.597,72.624,4.299,60.871,74.217,54.461,165.105
12/5/14,118.233,82.191,73.113,4.303,60.630,72.973,53.219,164.264
13/5/14,118.686,81.874,73.266,4.300,60.554,72.722,53.000,163.807
14/5/14,118.742,82.354,73.330,4.300,59.907,72.671,52.999,163.432
15/5/14,118.238,83.056,73.679,4.299,60.694,72.654,52.999,163.007
16/5/14,117.722,81.519,73.914,4.299,58.661,70.952,51.278,161.758
17/5/14,116.084,75.762,74.488,4.301,50.819,65.891,46.101,160.576
18/5/14,116.665,75.693,74.546,4.300,51.982,65.338,45.592,159.912
19/5/14,61.776,47.930,39.368,3.255,37.511,36.485,42.985,113.581
20/5/14,20.564,36.439,21.528,2.429,21.245,9.737,0.000,80.553
21/5/14,19.239,36.318,18.921,2.627,20.642,9.734,0.000,61.002
22/5/14,16.903,36.348,18.127,2.637,20.530,9.764,0.000,46.440
23/5/14,17.733,36.632,18.995,2.708,20.519,9.768,0.000,37.381
24/5/14,18.511,36.602,20.157,2.628,20.630,9.798,0.000,32.293
25/5/14,19.796,36.506,20.593,2.714,20.609,9.781,0.000,31.891
26/5/14,35.210,41.735,25.787,3.258,24.962,9.468,0.000,50.186
27/5/14,105.373,61.323,76.345,4.291,50.718,56.014,40.636,163.362
28/5/14,111.463,82.157,75.242,4.292,53.834,77.357,59.194,163.160
29/5/14,110.359,84.712,75.082,4.300,52.389,79.819,61.301,163.980
30/5/14,111.102,88.419,74.818,4.300,51.876,80.302,61.501,164.422
31/5/14,111.558,88.519,74.872,4.300,51.393,80.282,61.499,164.197
1/6/14,108.610,88.539,74.920,4.300,49.250,80.290,61.501,163.926
2/6/14,108.027,88.394,74.401,4.298,48.864,80.271,61.498,164.003
3/6/14,106.008,87.829,74.409,4.300,49.671,80.357,61.500,164.113
4/6/14,106.581,88.159,74.936,4.298,50.103,80.265,61.502,164.436
5/6/14,107.028,87.320,74.689,4.299,48.482,80.279,61.501,164.642
6/6/14,106.613,87.080,74.308,4.300,49.496,80.312,61.501,164.880
7/6/14,106.322,87.228,74.221,4.300,50.127,80.334,61.500,165.001
8/6/14,105.551,86.731,74.450,4.296,49.413,80.375,61.499,165.394
9/6/14,105.954,87.631,73.915,4.300,50.433,81.195,62.344,165.187
10/6/14,107.109,91.248,73.444,4.314,51.967,84.898,66.160,165.265
11/6/14,107.374,91.335,73.875,4.301,51.721,85.345,65.491,165.354
12/6/14,107.607,91.292,73.404,4.284,50.593,85.734,63.883,165.575
13/6/14,105.904,90.428,73.955,4.291,48.631,86.166,64.198,166.440
14/6/14,105.389,89.674,74.063,4.305,49.531,86.152,64.200,167.322
15/6/14,105.071,89.902,73.744,4.301,49.748,86.092,64.200,167.749
16/6/14,105.082,89.917,74.039,4.312,50.157,86.102,64.199,167.782
17/6/14,104.768,90.166,74.150,4.310,49.836,86.064,64.199,167.588
18/6/14,104.376,90.361,73.856,4.326,49.210,86.074,64.199,167.369
19/6/14,103.915,90.455,74.058,4.300,48.078,86.090,64.201,166.836
20/6/14,104.375,90.309,74.130,4.301,47.896,86.042,64.199,167.023
21/6/14,104.788,90.367,74.057,4.301,48.110,86.029,64.199,166.763
22/6/14,104.791,90.396,73.949,4.301,48.599,86.040,64.199,166.989
23/6/14,103.961,90.512,74.108,4.302,48.326,86.079,64.199,167.041
24/6/14,104.507,90.621,74.043,4.299,48.919,86.060,64.199,167.066
25/6/14,104.643,90.516,74.068,4.301,48.821,86.055,64.199,167.057
26/6/14,105.075,90.479,74.033,4.302,48.921,86.018,64.199,167.527
27/6/14,105.269,90.692,74.179,4.300,49.630,86.040,64.200,167.342
28/6/14,105.350,90.750,74.146,4.299,49.385,86.037,64.199,167.465
29/6/14,106.023,90.543,74.183,4.300,50.030,86.051,64.199,167.713
30/6/14,105.976,90.674,74.030,4.300,49.719,86.027,64.201,167.699
1/7/14,106.385,90.562,74.195,4.298,49.209,86.001,64.200,167.736
2/7/14,107.117,90.307,74.505,4.300,48.867,85.993,64.199,167.780
3/7/14,105.223,90.520,74.059,4.300,49.296,86.053,64.262,166.830
4/7/14,105.895,90.292,74.311,4.300,49.788,85.974,64.200,167.127
5/7/14,106.235,90.281,74.083,4.300,49.510,85.997,64.199,167.031
6/7/14,106.351,90.488,73.979,4.296,48.174,85.929,64.199,166.572
7/7/14,106.336,90.800,74.295,4.301,49.116,85.894,64.199,166.525
8/7/14,106.083,90.857,74.161,4.305,48.588,85.953,64.200,166.217
9/7/14,106.470,91.068,75.108,4.299,49.508,85.954,64.199,166.289
10/7/14,106.421,91.122,75.279,4.301,49.726,85.950,64.200,166.036
11/7/14,106.252,91.004,74.573,4.299,49.991,85.991,64.200,165.724
12/7/14,106.406,91.148,74.731,4.300,49.564,85.990,64.201,166.089
13/7/14,106.172,91.245,74.255,4.302,49.091,85.985,64.200,165.742
14/7/14,106.191,91.508,74.861,4.290,50.231,85.925,64.198,165.228
15/7/14,107.253,91.077,74.854,4.300,50.695,85.970,64.199,164.669
16/7/14,108.168,91.092,74.658,4.306,50.328,86.022,64.200,164.829
17/7/14,107.916,90.658,74.885,4.300,49.638,86.065,64.199,165.030
18/7/14,107.181,90.742,75.044,4.302,48.784,86.069,64.202,165.382
19/7/14,107.608,90.921,75.666,4.307,50.580,86.083,64.202,165.263
20/7/14,108.283,90.523,75.541,4.300,50.146,86.063,64.200,164.825
21/7/14,108.266,89.826,75.415,4.300,53.583,85.989,64.199,164.631
22/7/14,108.543,89.765,75.776,4.300,47.798,85.949,64.199,164.311
23/7/14,107.179,89.859,75.853,4.299,41.842,86.021,64.200,164.914
24/7/14,107.534,90.711,75.195,4.298,41.570,86.096,64.200,165.246
25/7/14,108.575,91.397,76.515,4.298,43.411,86.055,64.202,165.199
26/7/14,107.070,91.620,76.279,4.299,42.378,86.087,64.200,165.275
27/7/14,107.821,91.875,75.221,4.303,41.905,86.076,64.200,165.398
28/7/14,108.073,91.412,75.459,4.300,42.046,86.045,64.198,165.305
29/7/14,109.435,91.335,75.650,4.299,42.026,86.022,64.200,165.463
30/7/14,110.466,91.233,76.265,4.299,42.678,85.946,64.200,165.953
31/7/14,112.21,91.487,77.09,4.3,42.95,85.884,64.2,166.8
1/8/14,111.85,91.16,77.76,4.299,43.93,80.393,64.2,166.44
2/8/14,111,91.612,78.1,4.3,44.98,67.686,64.2,165.97
3/8/14,108.54,91.633,77.01,4.301,43.18,67.722,64.2,165.89
4/8/14,109.21,91.91,76.57,4.301,43.53,67.671,64.2,166.16
5/8/14,109.38,92.539,76.76,4.301,43.83,67.581,64.63,166.05
6/8/14,107.63,87.948,76.38,4.299,44.41,62.801,59.8,165.38
7/8/14,52.83,43.248,34.12,1.769,0.5,10.366,0.05,88.89
8/8/14,29.89,43.468,27.78,0.46,0,10.247,0,62.72
9/8/14,28.28,43.969,28.31,0.009,0,10.25,0,49.45
10/8/14,27.13,43.664,24.64,-0.008,0,10.243,0,42.11
11/8/14,25.32,43.501,25.46,0.506,0,10.215,0,41.92
12/8/14,52.22,39.887,47.36,1.973,12.08,10.201,0,86.22
13/8/14,90.24,46.72,78.58,4.3,31.05,10.187,0,164.03
14/8/14,90.14,53.988,78.21,4.296,31.93,36.513,30.76,164.1
15/8/14,108.72,79.768,76.67,4.301,46.91,67.162,64.26,165.26
16/8/14,107.96,82.528,76.46,4.299,45.16,70.343,67.5,165.46
17/8/14,107.83,83.788,76.52,4.298,44.76,70.304,67.48,165.12
18/8/14,107.27,84.533,76.69,4.3,44.95,69.855,67,164.79
19/8/14,108.74,85.542,76.67,4.3,45.78,69.888,67,164.97
20/8/14,109.32,85.959,76.69,4.3,46.75,69.923,67,165.11
21/8/14,110.36,86.751,76.95,4.3,45.98,69.947,67,164.63
22/8/14,111.8,87.087,77.25,4.299,45.49,69.886,67,164.8
23/8/14,114.08,86.945,76.66,4.3,45.08,69.865,67,165.42
24/8/14,114.21,86.547,76.42,4.3,45.64,69.851,67,165.45
25/8/14,113.76,86.645,76.55,4.301,44.94,69.818,67,165.37
26/8/14,115.38,86.32,76.52,4.298,45.64,69.808,67,165.68
27/8/14,114.56,85.378,76.16,4.298,45.26,69.834,67,165.77
28/8/14,114.49,84.797,76.01,4.3,45.94,69.841,67,166.09
29/8/14,114.27,85.605,76.31,4.3,47.25,69.846,67,165.95
30/8/14,113.99,85.279,76.27,4.299,46.53,69.836,67,166.15
31/8/14,113.66,84.786,75.91,4.299,46.14,69.854,67,166.34
1/9/14,113.87,84.834,75.91,4.298,46.15,69.828,67,166.76
2/9/14,114.28,84.707,75.8,4.3,45.84,69.817,67,166.96
3/9/14,113.19,84.641,75.63,4.299,45.59,69.857,67,166.94
4/9/14,115.13,85.603,75.91,4.301,47.49,69.806,67,166.65
5/9/14,116.72,86.527,75.91,4.299,47.42,69.784,67,166.72
6/9/14,117.37,86.779,75.97,4.299,46.32,69.745,67,166.55
7/9/14,117.38,86.894,75.62,4.3,45.3,69.773,67,166.65
8/9/14,117.56,86.796,75.6,4.301,45.46,69.796,67,166.8
9/9/14,117.91,86.522,75.28,4.301,44.92,69.784,67,167.1
10/9/14,118.92,86.679,75.16,4.3,45.62,69.783,67,167.35
11/9/14,118.27,86.473,75.39,4.302,46.83,69.812,67,167.37
12/9/14,118.55,86.598,75.37,4.301,48.71,69.798,67,167.12
13/9/14,119.27,87.077,75.52,4.3,48.98,69.771,67,167.27
14/9/14,119.05,87.454,75.19,4.299,49.05,69.743,67,166.96
15/9/14,117.8,87.191,75.06,4.3,48.61,69.762,67,167.06
16/9/14,117.82,86.646,74.24,4.299,47.13,69.799,67,167.42
17/9/14,117.49,86.626,74.08,4.301,46.74,69.812,67,167.77
18/9/14,117.45,85.452,73.88,4.3,44.91,69.821,67,167.71
19/9/14,117.61,85.783,74.13,4.298,45.8,68.552,65.96,168.12
20/9/14,117.39,87.512,74.54,4.3,46.42,67.994,65.5,167.86
21/9/14,116.6,87.681,74.21,4.301,48.09,68.039,65.5,167.93
22/9/14,116.2,87.843,74.19,4.299,46.53,68.015,65.5,167.78
23/9/14,115.89,87.901,74.08,4.3,46.84,68.224,66.77,167.3
24/9/14,114.06,87.4,74.08,4.301,48.01,68.116,67.5,165.92
25/9/14,115.41,87.645,73.99,4.3,47.74,68.109,67.5,165.5
26/9/14,114.69,87.489,73.88,4.301,48.99,68.17,67.5,164.18
27/9/14,114.72,87.558,73.85,4.3,49.13,68.176,67.5,164.14
28/9/14,115.53,88.061,74.14,4.3,48.59,68.122,67.5,164.71
29/9/14,115.99,88.704,74.42,4.3,48.35,68.095,67.5,165.38
30/9/14,116.38,88.988,73.93,4.302,49.33,68.065,67.5,165.49
1/10/14,116.36,89.353,73.75,4.299,48.85,68.09,67.5,165.87
2/10/14,116.55,89.579,73.76,4.3,48.34,68.106,67.5,165.58
3/10/14,116.08,89.862,73.46,4.3,48.88,68.125,67.5,165.44
4/10/14,116.05,90.563,73.6,4.299,48.42,68.122,67.5,165.37
5/10/14,116.65,91.167,73.49,4.299,47.4,68.142,67.5,165.56
6/10/14,117.33,91.703,73.6,4.298,47.48,68.145,67.5,166.08
7/10/14,117.34,91.557,73.66,4.3,47.68,68.183,67.5,166.47
8/10/14,116.85,91.42,73.33,4.299,46.81,68.211,67.5,166.76
9/10/14,117,91.645,73.28,4.3,46.78,68.193,67.5,166.79
10/10/14,117.33,91.343,73.54,4.299,46.33,68.151,67.5,166.99
11/10/14,116.77,90.701,73.39,4.298,45.05,68.167,67.5,167.23
12/10/14,116.81,90.508,73.41,4.3,45.2,68.168,67.5,167.42
13/10/14,116.76,90.629,73.42,4.303,45.47,68.15,67.5,167.39
14/10/14,116.09,90.408,73.38,4.299,45.31,68.228,67.5,167.48
15/10/14,116.32,87.737,73.51,4.299,45.57,68.25,67.5,167.69
16/10/14,116.04,87.743,73.62,4.3,47.72,68.217,67.5,167.81
17/10/14,115.92,87.953,74.1,4.301,49.02,68.23,67.5,167.76
18/10/14,116.21,88.778,74.06,4.299,49.49,68.241,67.5,167.79
19/10/14,116.35,89.559,74.29,4.302,48.57,68.22,67.5,167.87
20/10/14,115.12,89.714,74.62,4.3,47.51,68.212,67.5,167.28
21/10/14,114.38,89.403,74.93,4.3,48.24,68.204,67.5,166.53
22/10/14,115.43,89.96,74.33,4.243,49.53,68.177,67.5,166.47
23/10/14,115.58,90.574,74.6,4.14,50.77,68.189,67.5,165.83
24/10/14,115.54,90.995,74.7,4.101,51.77,68.187,67.5,165.32
25/10/14,115.6,90.895,75.13,4.1,51.94,68.185,67.5,165.1
26/10/14,115.63,91.992,75.19,4.099,51.17,68.171,67.5,165.15
27/10/14,115.66,95.804,75.22,4.102,51.4,68.189,67.5,164.94
28/10/14,114.86,91.642,74.6,4.1,47.6,64.196,63.38,164.4
29/10/14,114.16,88.718,74.6,4.1,45.92,61.551,60.72,163.65
30/10/14,114.81,90.401,74.55,4.1,46.82,63.416,62.67,163.66
31/10/14,111.46,91.329,75.61,4.102,50.18,65.181,64.46,163.18
1/11/14,110.52,91.949,75.59,4.099,51.64,65.18,64.5,163.03
2/11/14,110.31,92.116,75.25,4.099,51.59,65.201,64.5,163.37
3/11/14,112.08,92.743,75.04,4.101,52.18,65.219,64.5,163.88
4/11/14,114.38,93.748,75.04,4.15,52.79,65.267,64.5,164.53
5/11/14,115.9,94.051,75.66,4.2,52.69,65.279,64.5,164.96
6/11/14,116.24,93.749,75.93,4.2,52.89,65.249,64.5,164.76
7/11/14,115.28,89.956,75.65,4.2,54.38,62.093,61.2,164.36
8/11/14,115.13,87.994,75.99,4.2,54.8,59.968,59,164.28
9/11/14,115.77,89.136,76.2,4.198,53.97,59.909,59,164.6
10/11/14,115.97,89.128,75.94,4.199,53.98,60.605,58.39,164.32
11/11/14,115.6,90.608,75.77,4.2,54.68,62.262,58.99,163.83
12/11/14,113.1,90.404,75.72,4.201,53.21,62.837,59.5,163.75
13/11/14,112.25,90.009,75.37,4.2,52.2,63.131,59.75,164.02
14/11/14,116.19,90.924,75.52,4.2,53.6,63.329,60,163.98
15/11/14,116.48,90.526,75.22,4.199,54.86,63.298,60,163.37
16/11/14,117.48,90.853,75.23,4.199,54.75,63.255,60,163.62
17/11/14,117.25,89.94,75.76,4.201,54.58,63.226,60,163.55
18/11/14,117.74,89.481,75.79,4.199,54.24,63.177,60,164.3
19/11/14,119.39,90.157,76.03,4.201,55.25,63.156,60,164.46
20/11/14,120.3,90.244,75.58,4.2,54.59,63.155,60,164.56
21/11/14,120.51,89.965,75.62,4.2,54.38,63.095,60,164.79
22/11/14,120.13,90.018,75.43,4.2,54.82,63.074,60,164.82
23/11/14,120.03,90.239,75.37,4.199,55.5,63.134,60,164.84
24/11/14,120.02,90.49,75.33,4.2,55.77,63.064,60.27,164.94
25/11/14,119.95,91.868,75.16,4.2,55.35,63.581,61.04,164.79
26/11/14,120.69,95.728,74.19,4.201,55.1,66.191,63.73,164.18
27/11/14,121.42,95.88,74.23,4.199,54.46,66.418,64,164.25
28/11/14,120.88,94.604,74.78,4.201,52.29,66.493,64.05,163.82
29/11/14,122.6,94.114,75.14,4.199,55.06,66.835,64.48,163.92
30/11/14,122.51,94.226,75.2,4.2,55.94,66.871,64.5,163.9
1/12/14,120.8,93.941,75.12,4.2,54.89,66.892,64.5,164.09
2/12/14,120.67,93.557,75.08,4.238,55.54,66.961,64.5,164.44
3/12/14,120.91,93.988,75.49,4.3,54.05,67.038,64.5,165.18
4/12/14,121.26,93.624,75.53,4.3,53.7,67.088,64.5,165.37
5/12/14,118.12,91.788,74.96,4.219,44.38,66.449,63.91,161.89
6/12/14,119.12,90.558,75.5,4.3,41.14,64.74,62.52,164.99
7/12/14,118.85,90.736,75.47,4.3,47.61,64.897,62.66,164.58
8/12/14,121.11,91.219,75.2,4.3,48.21,64.791,62.64,165.53
9/12/14,122.01,90.482,74.87,4.3,42.49,64.83,62.7,166.17
10/12/14,123.12,89.922,74.77,4.3,41.95,64.811,62.7,166.78
11/12/14,121.84,86.188,74.76,4.3,36.43,62.43,60.35,167.61
12/12/14,24.87,42.753,12.43,2.148,10.62,11.014,0.76,104.71
13/12/14,4.66,42.025,0.61,1.035,0.01,10.423,0,70.61
14/12/14,2.1,42.075,0.84,0.695,6.35,10.445,0,54.76
15/12/14,3.13,39.576,3.29,0.586,7.65,10.495,0,55.33
16/12/14,38.86,47.023,35.72,2.286,15.59,10.435,0,105.03
17/12/14,87.24,53.92,75.3,4.3,47.13,26.021,16.83,167.09
18/12/14,77.25,69.99,74.62,4.3,42.29,65.981,59.82,166.09
19/12/14,77.23,80.379,74.67,4.3,39.69,74.269,68.3,166.18
20/12/14,79.67,80.618,74.23,4.3,41.26,74.308,68.3,166.08
21/12/14,81.79,80.999,74.33,4.299,42.16,74.37,68.3,166.23
22/12/14,83.51,81.388,74.16,4.3,43.24,74.351,68.3,165.85
23/12/14,85.84,81.771,74.31,4.3,44.64,74.293,68.3,165.69
24/12/14,90.91,82.133,74.31,4.298,46.41,74.198,68.3,165.96
25/12/14,95.49,81.873,74.17,4.3,47.62,74.303,68.3,166.17
26/12/14,96.93,81.784,74.04,4.301,47.26,74.326,68.3,166.45
27/12/14,98.45,82.455,74.29,4.3,47.81,74.333,68.3,166.38
28/12/14,98.6,82.452,74.13,4.3,47.15,74.3,68.3,166.35
29/12/14,99.25,82.555,74.24,4.3,47.87,74.256,68.3,166.04
30/12/14,100.96,82.737,74.62,4.3,49.17,74.2,68.3,165.85
31/12/14,102.96,82.805,76.22,4.3,50.38,74.245,68.3,165.75
1/1/15,104.4,81.996,76.17,4.299,49.4,74.335,68.3,166.45
2/1/15,106.94,79.574,75.21,4.3,48.39,74.362,68.3,167.34
3/1/15,108.45,81.525,75.21,4.3,50.59,74.358,68.3,166.71
4/1/15,110.03,82.536,75.78,4.303,50.56,74.208,68.3,166.83
5/1/15,109.83,82.526,76.26,4.302,49.62,74.173,68.3,166.81
6/1/15,109.64,82.578,75.58,4.299,48.96,74.252,68.3,166.93
7/1/15,110.4,81.997,74.84,4.3,46.96,74.304,68.3,167.11
